restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Swagat Restobar,Restaurant,"North Indian,Chinese",3.2,600,Kandivali East,Mumbai
Mini Eats,Restaurant,"Fast Food,North Indian,Biryani",4.2,200,Mira Road,Mumbai
Aashirwad Food Corner,Restaurant,Fast Food,-,300,Linking Road-- Bandra West,Mumbai
Snack-King,Restaurant,Fast Food,-,250,Grant Road,Mumbai
Bombay Kitchen Crew,Restaurant,"Chinese,Continental,North Indian,Italian",-,500,Malad West,Mumbai
Ustaad's Rasoi,Restaurant,"North Indian,South Indian,Chinese,Charcoal Chicken,Afghan",3.3,800,Vashi,Mumbai
Tamarind Spice,Restaurant,"Chinese,Italian,North Indian,Seafood",3.5,700,Majiwada-- Thane West,Mumbai
Delizio,Restaurant,"Chinese,Mughlai",-,450,Lower Parel,Mumbai
Mahakaleshwar Juice Center,Restaurant,Juices,3.4,200,Khopat-- Thane West,Mumbai
Aaswad Mithai Farsan,Restaurant,"Mithai,Fast Food,Beverages",-,250,Prabhadevi,Mumbai
Soham Sandwich,Restaurant,Fast Food,-,150,Ghatkopar West,Mumbai
Parantha Pundit,Restaurant,North Indian,NEW,250,Santacruz West,Mumbai
Tiffinwala,Restaurant,North Indian,NEW,400,Linking Road-- Bandra West,Mumbai
Rasoi Bhojanalaya and Caterers,Restaurant,"North Indian,South Indian,Chettinad",3.5,300,Kopar Khairane,Mumbai
Daddji Kitchen,Restaurant,"Chinese,North Indian,South Indian",3.4,400,Near Andheri East Station,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Bombil Chilli,Restaurant,"Fast Food,Chinese,Seafood,Beverages",3.3,350,Mahim,Mumbai
My Waffle,Restaurant,"Momos,Desserts",3.3,250,Marine Lines,Mumbai
Becky's Binging Bay,Restaurant,Fast Food,-,500,CR2 Mall-- Nariman Point,Mumbai
Aamzie,Restaurant,"Bakery,Desserts",NEW,300,Goregaon West,Mumbai
Hotel Vedavyas,Restaurant,"North Indian,South Indian,Chinese",3.2,400,Sion,Mumbai
Swad Veg Restaurant,Restaurant,"North Indian,South Indian",NEW,300,Kopar Khairane,Mumbai
The Fit Wokk,Restaurant,"Chinese,Healthy Food,Continental",NEW,250,Manpada-- Thane West,Mumbai
Piconzza,Restaurant,"Italian,Pizza",3.3,550,Viviana Mall-- Majiwada-- Thane West,Mumbai
Om Sai Multicusine Family AC Restaurant,Restaurant,"North Indian,Chinese,Mughlai",-,500,Vasant Vihar-- Thane West,Mumbai
Hunan,Restaurant,Chinese,2.9,450,Dattani Square Mall-- Vasai,Mumbai
Uttam Da Dhaba,Restaurant,North Indian,3.5,400,Chembur,Mumbai
Fine Touch Fast Food,Restaurant,"Fast Food,Lebanese",3.3,400,Vile Parle East,Mumbai
Popular Sandwich and Dhosa,Restaurant,"Sandwich,South Indian,Ice Cream",-,200,Vasai,Mumbai
Yo!! The Deli - The Shalimar Hotel,Restaurant,Cafe,3.6,600,The Shalimar Hotel-- Kemps Corner,Mumbai
Ideal Meet Point,Restaurant,"North Indian,Mughlai,Biryani,Chinese,Seafood",3.6,600,Nalasopara,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Pratiksha Bar & Restaurant,Restaurant,"North Indian,Chinese,Fast Food",3.3,600,Mumbai Central,Mumbai
Food Firangi,Restaurant,"Fast Food,Burger,American,Italian,Salad,European",-,500,Bandra Kurla Complex,Mumbai
Machali,Restaurant,"North Indian,Chinese,Seafood",2.6,700,Old Panvel,Mumbai
New Aagri Katta,Restaurant,"Malwani,Seafood",-,300,Virar,Mumbai
The Royal Junction,Restaurant,"North Indian,Seafood,Chinese",3.5,500,Airoli,Mumbai
Vyas,Restaurant,"Street Food,Mithai",3.5,200,Goregaon West,Mumbai
Balli Chinese and Fast Food,Restaurant,Chinese,-,400,Sion,Mumbai
Raj Darbar Restaurant & Bar,Restaurant,"North Indian,Chinese",-,700,Marol,Mumbai
Pallet Of China,Restaurant,Chinese,3.5,800,Virar,Mumbai
ABC Farm Restaurant,Restaurant,"North Indian,Kebab",3.3,1000,Virar,Mumbai
Treat For 99,Restaurant,"Chinese,Seafood",3.3,400,Kandivali East,Mumbai
Biryani Darbar,Restaurant,"Mughlai,Chinese,Seafood",-,300,Kalyan,Mumbai
Sawant's Corner - 2,Restaurant,"Chinese,North Indian",2.9,350,Borivali West,Mumbai
Bhairavi Chinese Restaurant,Restaurant,Chinese,3.0,300,Chembur,Mumbai
Shanti Kitchen,Restaurant,"North Indian,Fast Food",3.3,200,Kasarvadavli-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Tip Top Chinese Corner,Restaurant,Chinese,NEW,300,Nalasopara,Mumbai
Malwani Tadka,Restaurant,"Malwani,Maharashtrian",-,300,Dombivali East,Mumbai
The Biryani Culture,Restaurant,"Biryani,Mughlai",3.2,500,Xperia Mall-- Dombivali East,Mumbai
K.G.N Caterers,Restaurant,"Biryani,North Indian",-,250,Santacruz East,Mumbai
The Diet Social,Restaurant,"Healthy Food,Salad",3.3,450,Mira Road,Mumbai
Country Road- The Restobar,Restaurant,"Continental,Chinese,North Indian",3.6,1100,Goregaon West,Mumbai
Shree Ganesh Hotel,Restaurant,"Chinese,Fast Food,North Indian,South Indian,Biryani",3.1,400,Goregaon East,Mumbai
Sizzling Pot,Restaurant,"Italian,Chinese,Continental",3.5,600,Kharghar,Mumbai
Foodania,Restaurant,"North Indian,South Indian,Chinese",3.3,400,Veera Desai Area,Mumbai
Blue Bunny Ice cream,Restaurant,Desserts,3.6,250,Manpada-- Thane West,Mumbai
Pizza Cube Cafe,Restaurant,Italian,3.2,500,Lower Parel,Mumbai
Hunger Nest,Restaurant,"Fast Food,Italian,Mexican",3.7,400,Ghatkopar East,Mumbai
Kullcha King,Restaurant,North Indian,2.8,250,Girgaum,Mumbai
Alforno,Restaurant,Bakery,3.8,550,Chembur,Mumbai
Charcoal Bytes,Restaurant,"Biryani,North Indian",3.3,400,Bandra East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Sugar Russh Café,Restaurant,"Continental,Fast Food,Cafe,Desserts,Beverages",3.3,500,Kalyan,Mumbai
Mothers Tiffin,Restaurant,Maharashtrian,3.3,100,Airoli,Mumbai
The Little Oven,Restaurant,Bakery,3.2,300,Vile Parle West,Mumbai
Chicken Kings,Restaurant,Fast Food,3.0,300,Kopar Khairane,Mumbai
New Anand Bhuvan,Restaurant,North Indian,3.7,250,Byculla,Mumbai
A1 Pani Puri,Restaurant,Street Food,3.3,200,Ulhasnagar,Mumbai
Agraa Bazaar,Restaurant,"Fast Food,North Indian",3.4,300,Borivali West,Mumbai
Manas Veg Treat,Restaurant,Fast Food,2.8,400,Vashi,Mumbai
The Salt Cafe,Restaurant,"North Indian,Chinese",3.6,600,Bhandup,Mumbai
Diletto Temptingly Delicious,Restaurant,"Mexican,Italian",3.4,300,Mira Road,Mumbai
China Gate,Restaurant,Chinese,-,350,Majiwada-- Thane West,Mumbai
Urban Nashta,Restaurant,"North Indian,Continental",3.9,350,Chandivali,Mumbai
The Creamery,Restaurant,"Desserts,Beverages",3.8,150,Mulund West,Mumbai
Mansha,Restaurant,Mithai,3.2,200,Raghuleela Mall-- Kandivali West,Mumbai
Mahalakshmi Fast Food,Restaurant,"Chinese,South Indian,Fast Food",-,350,Mira Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Pettoos,Restaurant,"North Indian,Mexican,Burger,Continental,Fast Food,Rolls",3.7,500,Oshiwara-- Andheri West,Mumbai
Namaste Mumbai,Restaurant,North Indian,3.2,200,Lower Parel,Mumbai
Brownsalt Bakery,Restaurant,Desserts,3.6,500,Wadala,Mumbai
Hotel Aapli Chav,Restaurant,"Chinese,North Indian",3.1,400,Ghatkopar East,Mumbai
Hi 5 Foods,Restaurant,Fast Food,3.1,300,Worli,Mumbai
S&S Fast Food,Restaurant,Fast Food,3.0,200,Mumbai Central,Mumbai
Rasoi Dawat,Restaurant,"North Indian,Chinese,Seafood",2.7,800,Old Panvel,Mumbai
Delicacie,Restaurant,Bakery,3.5,300,Girgaum,Mumbai
Amar Fast Food,Restaurant,"Fast Food,Chinese",3.1,350,Mahakali,Mumbai
Lucibello's Cake,Restaurant,"Bakery,Desserts",3.6,300,Dahisar East,Mumbai
Rasik Fast Food,Restaurant,Fast Food,3.4,300,Girgaum,Mumbai
Food Village,Restaurant,"North Indian,Chinese",3.1,600,Kandivali East,Mumbai
Hoggers,Restaurant,Fast Food,3.5,250,Mahalaxmi,Mumbai
Shawarma Kingdom,Restaurant,Arabian,3.4,300,Mira Road,Mumbai
Fuel Cafe,Restaurant,Cafe,2.7,600,Vile Parle East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Smokin' Rolls,Restaurant,"Rolls,Fast Food",3.4,500,Khar,Mumbai
Mangalore Kitchen,Restaurant,"Mangalorean,North Indian",2.8,450,Mira Road,Mumbai
Shri Krishna Lunch Home,Restaurant,"North Indian,Chinese",3.0,400,CBD-Belapur,Mumbai
Sagar Food Corner,Restaurant,Fast Food,3.1,200,Near Andheri East Station,Mumbai
The Dessert Hub,Restaurant,"Desserts,Beverages",3.4,400,Byculla,Mumbai
Phoenix Caffe,Restaurant,"North Indian,Chinese,Continental",3.2,800,Mulund West,Mumbai
Mr. Fries,Restaurant,Fast Food,3.3,400,Mira Road,Mumbai
Classic Cake Shop,Restaurant,Bakery,3.1,400,Dahisar East,Mumbai
Food Metro,Restaurant,"Fast Food,North Indian",3.3,400,Borivali West,Mumbai
RK Fast Food Center,Restaurant,"Fast Food,Sandwich",3.3,250,Kandivali West,Mumbai
Hotel Preeti,Restaurant,"North Indian,Chinese",2.8,450,Ambernath,Mumbai
Hotel Vijaya,Restaurant,"North Indian,Seafood,Chinese,Kebab",3.2,700,Ambernath,Mumbai
Star Anise Patisserie,Restaurant,"Cafe,Bakery,Desserts",3.1,600,Kurla,Mumbai
Protein Bar,Restaurant,Healthy Food,3.4,300,Kharghar,Mumbai
Kokonut,Restaurant,"Goan,Seafood",3.1,800,Grant Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Rainbow Rasoi,Restaurant,"Chinese,Italian,North Indian",3.4,800,Powai,Mumbai
Hanuman Veg Dine,Restaurant,North Indian,3.3,200,Vikhroli,Mumbai
Aloo's Corner,Restaurant,Fast Food,3.4,400,Goregaon East,Mumbai
Hotel Sai Prasad,Restaurant,"Chinese,Mughlai,North Indian",3.2,600,Ghatkopar East,Mumbai
Egg-cetera,Restaurant,Fast Food,3.3,500,Kalamboli,Mumbai
Sunita Tiffin Services And Catering,Restaurant,North Indian,3.1,250,Chembur,Mumbai
Trupti Farsan Dryfruits & Sweets,Restaurant,"Mithai,Bakery,Desserts,Street Food",-,200,Vile Parle East,Mumbai
Rio's Pizza,Restaurant,"Pizza,Fast Food",-,400,Dombivali East,Mumbai
The Kulfi Co.,Restaurant,Desserts,-,200,Vile Parle East,Mumbai
Govindas Bakery,Restaurant,"Bakery,Fast Food",-,200,Juhu,Mumbai
Himalaya Fresh,Restaurant,"Burger,Pizza,Fast Food",Opening,200,Mira Road,Mumbai
Bakers Pride,Restaurant,Bakery,-,400,Majiwada-- Thane West,Mumbai
Tanda Da Dhaba,Restaurant,North Indian,3.4,500,Vashi,Mumbai
Koli Fish Khazana,Restaurant,Seafood,-,300,Versova-- Andheri West,Mumbai
Sapna Ice Cream,Restaurant,"Ice Cream,Desserts",-,200,Kandivali West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Food Box,Restaurant,"Burger,Pizza,Sandwich",-,400,Near Andheri West Station,Mumbai
Naans & Chaaps,Restaurant,"Fast Food,North Indian",-,500,Vasai,Mumbai
The Munchbox,Restaurant,"Gujarati,North Indian",Opening,600,Malad West,Mumbai
Hotel Ekvira (Agri Tadka),Restaurant,North Indian,-,400,Ghodbunder Road,Mumbai
Hungry Birds The Food Truck,Restaurant,"North Indian,Fast Food",3.1,300,Malad West,Mumbai
FitBox Health Meals,Restaurant,"North Indian,Healthy Food,South Indian",-,500,Kopar Khairane,Mumbai
Biryani Darbar,Restaurant,Mughlai,-,300,Near Andheri East Station,Mumbai
Egg World,Restaurant,North Indian,-,250,Kharghar,Mumbai
Momos and More,Restaurant,Chinese,-,200,Vasai,Mumbai
Saibaan,Restaurant,Chinese,-,300,Mumbra,Mumbai
Hotel Shivam Swad,Restaurant,"South Indian,Fast Food,Sandwich",-,400,Kurla,Mumbai
VivGato The Live Cake,Restaurant,Bakery,-,500,Malad West,Mumbai
China Garden,Restaurant,Chinese,-,700,Kalyan,Mumbai
Miraroma,Restaurant,Fast Food,-,150,Mira Road,Mumbai
Welcome Fast Food,Restaurant,"South Indian,Fast Food,Street Food",3.2,250,Powai,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Dakshinayan,Restaurant,South Indian,4.3,600,Juhu,Mumbai
Say Cheese,Restaurant,"Rolls,Pizza,Mexican,Fast Food",4.1,350,Charni Road,Mumbai
Paul's,Restaurant,Chinese,3.6,400,Mahim,Mumbai
New Laxmi Fish & Kabab Corner,Restaurant,"Mughlai,Seafood",3.7,450,Near Andheri East Station,Mumbai
Nimantran,Restaurant,"North Indian,Mughlai,Chinese,Seafood,Continental",3.6,750,CBD-Belapur,Mumbai
Cafe Coffee Day,Restaurant,"Cafe,Fast Food",3.6,700,Juhu,Mumbai
Ashben's,Restaurant,"Chinese,Seafood,Thai",3.6,550,Borivali West,Mumbai
Centre Point Dhaba,Restaurant,"Chinese,North Indian,Seafood,Biryani",3.6,600,Borivali West,Mumbai
Cafe Free India,Restaurant,"European,Continental,Asian,Burger",3.9,1000,Lower Parel,Mumbai
Krazy Eggs & Fries,Restaurant,"Fast Food,Healthy Food",3.8,250,Ulhasnagar,Mumbai
IndiKitchen,Restaurant,"North Indian,Rolls",3.8,500,Lower Parel,Mumbai
Oho Shawarma,Restaurant,Lebanese,3.3,250,Nerul,Mumbai
Arabian Chicken Shawarma,Restaurant,"Chinese,Lebanese",3.6,400,Jogeshwari,Mumbai
Jorden and Lew,Restaurant,"Juices,Beverages,Sandwich",3.8,450,Kharghar,Mumbai
Chef Kong,Restaurant,"Seafood,Chinese,Thai",3.8,700,Khar,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Welcome Fast Food,Restaurant,"South Indian,Fast Food,Street Food",3.2,250,Powai,Mumbai
Navratna Kitchen,Restaurant,"Malwani,Seafood,South Indian",2.9,700,Mulund West,Mumbai
BhookaSher,Restaurant,"Street Food,Fast Food",3.0,250,Powai,Mumbai
Rama Food Hub,Restaurant,Fast Food,3.2,400,Mulund West,Mumbai
Sandwimania,Restaurant,"Fast Food,Sandwich",3.2,200,Santacruz West,Mumbai
Navina Lunch Home,Restaurant,North Indian,3.1,300,Chakala,Mumbai
Worli Kanteen,Restaurant,"North Indian,South Indian",3.8,600,Worli,Mumbai
Salad Bar,Restaurant,"Continental,Salad",2.8,400,Dahisar East,Mumbai
Shree Devi Hotel,Restaurant,"North Indian,Chinese",3.1,500,Kalyan,Mumbai
Vihana's Kitchen,Restaurant,"Maharashtrian,Chinese,North Indian",3.6,500,New Panvel,Mumbai
Maratha Vadapav Samrat,Restaurant,"Maharashtrian,South Indian",3.0,100,Bhandup,Mumbai
Blunch,Restaurant,"North Indian,Chinese",3.0,400,Nariman Point,Mumbai
Flavours 21,Restaurant,Chinese,3.1,400,Malad East,Mumbai
Love At First Bite,Restaurant,Fast Food,-,250,Mira Road,Mumbai
Salman Sandwich Pizza & Franky,Restaurant,Fast Food,3.0,150,Mira Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Shawarma Spot,Restaurant,"Fast Food,Rolls",3.1,300,Santacruz East,Mumbai
Hotel Nityanand,Restaurant,"Chinese,North Indian,Seafood",3.0,700,Sakinaka,Mumbai
Food Destination,Restaurant,"North Indian,Chinese",3.2,500,Airoli,Mumbai
Pizza loves Pasta,Restaurant,"Italian,Pizza,Beverages",-,500,Mira Road,Mumbai
24 Baker Street,Restaurant,"Bakery,Desserts",3.1,400,Mulund West,Mumbai
Shommy SnowIce,Restaurant,"Desserts,Ice Cream",3.0,200,Kandivali West,Mumbai
Alfiya Juice Center,Restaurant,"Fast Food,Beverages",3.0,200,Mazgaon,Mumbai
The Baker's Fable,Restaurant,Bakery,3.4,400,Worli,Mumbai
Indocrunch,Restaurant,"Pizza,Fast Food",-,300,Dombivali West,Mumbai
Waffle Latte,Restaurant,"Desserts,Beverages",3.7,300,Marol,Mumbai
Matoshree Veg Treat,Restaurant,"North Indian,Chinese,South Indian,Street Food,Beverages",-,500,Ulhasnagar,Mumbai
360 Authentic Recipe's,Restaurant,"North Indian,Chinese,Italian",-,800,Kharghar,Mumbai
Moussestruck,Restaurant,Desserts,-,300,Vikhroli,Mumbai
Indianing Bistro,Restaurant,"North Indian,Mughlai",3.3,400,Malad West,Mumbai
Kamat,Restaurant,North Indian,3.3,700,Kalyan,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Hotel Rasoi Pure Veg,Restaurant,North Indian,-,300,Borivali East,Mumbai
Mini Malvan,Restaurant,North Indian,-,250,Lower Parel,Mumbai
Anna''S Royal Kitchen,Restaurant,"Chinese,North Indian,Mughlai",NEW,500,Old Panvel,Mumbai
Debbie's,Restaurant,Bakery,NEW,600,Kemps Corner,Mumbai
HFRS South Indian Family Restaurant,Restaurant,"South Indian,Biryani",NEW,250,Nerul,Mumbai
Majestic Food Bites,Restaurant,"Fast Food,South Indian",NEW,200,Borivali West,Mumbai
7 Layers Cake Shop,Restaurant,Bakery,NEW,400,Kandivali West,Mumbai
Maddy's Fried Chicken,Restaurant,Fast Food,NEW,400,Kamothe,Mumbai
Shakes And Sundaes,Restaurant,"Beverages,Desserts",NEW,250,Chowpatty,Mumbai
Indian Choolaah,Restaurant,"North Indian,Maharashtrian",NEW,1300,Near Andheri East Station,Mumbai
Tirupati Food Junction,Restaurant,Fast Food,NEW,650,Bhayandar,Mumbai
Break & Bite,Restaurant,Desserts,NEW,250,Bhayandar,Mumbai
Kuizeens,Restaurant,"Fast Food,Desserts,Healthy Food",Opening,300,Khar,Mumbai
Sai Swad,Restaurant,South Indian,NEW,700,Malad West,Mumbai
Kilo King,Restaurant,"North Indian,Chinese",NEW,1500,Chakala,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Om Sai Multi Cuisine Restaurant,Restaurant,"North Indian,Chinese",NEW,300,Manpada-- Thane West,Mumbai
Konkan Dining,Restaurant,"Maharashtrian,South Indian",NEW,250,Ghodbunder Road,Mumbai
Rehamat Caterers,Restaurant,North Indian,NEW,500,Sanpada,Mumbai
Little Asia,Restaurant,Asian,NEW,550,Near Andheri East Station,Mumbai
Sandwich Club,Restaurant,Sandwich,NEW,300,Borivali East,Mumbai
Garden Kitchen Fast Food,Restaurant,Fast Food,NEW,200,Mulund West,Mumbai
Pavitra Pure Veg,Restaurant,"South Indian,Chinese",NEW,300,Parel,Mumbai
Somersault Kitchen,Restaurant,"North Indian,Chinese,South Indian",NEW,300,Malad West,Mumbai
Cafe Amber,Restaurant,"North Indian,Chinese",NEW,400,Chakala,Mumbai
Freshroots,Restaurant,"Healthy Food,Juices",NEW,300,Goregaon East,Mumbai
Happie Calories,Restaurant,"Healthy Food,Salad",NEW,1000,Versova-- Andheri West,Mumbai
Shree Balaji,Restaurant,"North Indian,South Indian,Chinese",3.0,350,Near Andheri West Station,Mumbai
Ali's Pizza Hut,Restaurant,Fast Food,3.1,300,Mumbai Central,Mumbai
Chanakya,Restaurant,"North Indian,Chinese",2.9,500,Old Panvel,Mumbai
Aagri Katta,Restaurant,North Indian,3.2,300,Borivali West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Uncle's Shawarma,Restaurant,Arabian,-,250,Malad East,Mumbai
Maurya Milk Products,Restaurant,Mithai,-,250,Upvan-- Thane West,Mumbai
Shiva Sagar,Restaurant,"South Indian,North Indian,Fast Food,Chinese,Beverages",-,500,Nalasopara,Mumbai
Meso Peso,Restaurant,"Fast Food,Beverages",3.4,250,Chakala,Mumbai
Shalimar Caterers,Restaurant,"Mughlai,Chinese",-,300,Airoli,Mumbai
Mejwan,Restaurant,"Chinese,North Indian",-,250,New Panvel,Mumbai
Sweet Tooth,Restaurant,Bakery,-,500,Linking Road-- Bandra West,Mumbai
Mumbai Meri Jaan,Restaurant,"Mughlai,Chinese,Seafood",Opening,150,Vashi,Mumbai
MFC,Restaurant,"Sandwich,Fast Food",-,250,Dahisar East,Mumbai
Northen Spices,Restaurant,"North Indian,Mughlai",3.1,1200,CBD-Belapur,Mumbai
Alba Pizza & Grill,Restaurant,"Fast Food,Italian",3.5,250,Wadala,Mumbai
Urban Platter,Restaurant,"Desserts,Bakery,Beverages",-,300,Mahim,Mumbai
Jai Malhar Biriyani and Chinese Corner,Restaurant,"Biryani,Chinese",-,200,Kalyan,Mumbai
N.S. Corner,Restaurant,"Chinese,North Indian",-,300,Goregaon West,Mumbai
Pinch Of Yum,Restaurant,Fast Food,NEW,300,Malad West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Mom's Magic,Restaurant,"Chinese,North Indian",NEW,300,Goregaon West,Mumbai
Garden Fast Food Corner,Restaurant,"South Indian,Fast Food",3.0,200,Santacruz West,Mumbai
Shiv Punjab,Restaurant,"North Indian,Chinese,Seafood",2.9,450,Mahalaxmi,Mumbai
Hotel Sai,Restaurant,"North Indian,Chinese",3.4,350,Manpada-- Thane West,Mumbai
Namaskar Fast Food,Restaurant,"Chinese,North Indian",2.9,400,Bhandup,Mumbai
Super Chicken Dum Biryani,Restaurant,North Indian,3.3,300,Nerul,Mumbai
Hotel Shivprasad Restaurant,Restaurant,"Chinese,North Indian,South Indian",2.9,200,Wagle Estate-- Thane West,Mumbai
Neha Food Court,Restaurant,"North Indian,Chinese,Malwani",3.2,500,Kalamboli,Mumbai
Kalpana Restaurant,Restaurant,"North Indian,Chinese,Mughlai",2.7,450,Fort,Mumbai
Hotel Pamvihar,Restaurant,"North Indian,Chinese,Mughlai",2.8,400,Kalamboli,Mumbai
Durga Chinese,Restaurant,"Chinese,Fast Food",2.9,300,Mulund West,Mumbai
Rite On Koal,Restaurant,"Chinese,North Indian,Biryani",3.7,650,Vashi,Mumbai
Liberty Juice Centre,Restaurant,"Fast Food,Street Food",3.4,150,Marine Lines,Mumbai
Sai Baba Chinese Fast Food,Restaurant,Chinese,3.0,200,Mira Road,Mumbai
Savi Palace Bar & Restaurant,Restaurant,"North Indian,Chinese,Fast Food",3.2,500,Kalwa,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Kakas Chinese Corner,Restaurant,Chinese,3.0,300,Nalasopara,Mumbai
Surbhi Pure Veg,Restaurant,"Fast Food,Pizza",3.2,300,Nalasopara,Mumbai
Kokan Shubhanna,Restaurant,"Konkan,Malwani",3.2,200,Vasai,Mumbai
Mayur Fine N Dine,Restaurant,"North Indian,Chinese,Malwani",2.8,550,Kalwa,Mumbai
Snow Magic,Restaurant,Desserts,3.0,150,Mahim,Mumbai
Real Sweets & Bakery,Restaurant,"Mithai,Desserts",3.3,200,Mazgaon,Mumbai
Ajwa,Restaurant,"North Indian,Mughlai,Chinese",3.0,350,Vikhroli,Mumbai
Jwala Soft Corner,Restaurant,Fast Food,3.5,100,Mulund West,Mumbai
Coral Ice Cream Parlour,Restaurant,"Pizza,Fast Food,Ice Cream,Desserts",3.3,300,Borivali East,Mumbai
M M Chings Chinese Corner,Restaurant,"Chinese,Seafood",2.9,450,Mahim,Mumbai
Food Court,Restaurant,"South Indian,Fast Food,North Indian,Street Food,Seafood,Beverages",2.7,650,Bandra Kurla Complex,Mumbai
Hotel Prasanna,Restaurant,"South Indian,North Indian",3.0,150,Mahakali,Mumbai
Garib Nawaz Biryani Point,Restaurant,"Biryani,Mughlai",3.0,250,Marol,Mumbai
Mahalaxmi Lunch & Dinner Home,Restaurant,North Indian,-,200,Ghansoli,Mumbai
Aparna Refreshment,Restaurant,"North Indian,Fast Food",2.8,250,Charni Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Seven Seas,Restaurant,"Chinese,North Indian,Mughlai",2.8,600,Cuffe Parade,Mumbai
Om Sairam,Restaurant,"Fast Food,Beverages,Chinese",3.1,300,Ghatkopar East,Mumbai
Hotel Vasant,Restaurant,"North Indian,South Indian",3.4,400,Dadar East,Mumbai
Shree Balaji Pure Veg,Restaurant,"South Indian,North Indian,Chinese",3.1,450,Owale-- Thane West,Mumbai
Gurudev Veg. Restaurant,Restaurant,"South Indian,North Indian,Chinese",3.0,250,Wadala,Mumbai
Juice Junction,Restaurant,"Fast Food,Juices",3.2,350,Ghansoli,Mumbai
Pammy Catering,Restaurant,"Mughlai,North Indian,Chinese,Biryani",3.3,220,Kandivali East,Mumbai
Roadside Chaupal,Restaurant,"Fast Food,South Indian,Chinese",3.3,300,Goregaon East,Mumbai
Udupi Sandwich Centre & Juice Bar,Restaurant,"Fast Food,Juices",3.2,200,Lower Parel,Mumbai
Bengal Fry & Cook,Restaurant,"North Indian,Chinese",3.0,400,Oshiwara-- Andheri West,Mumbai
Balaji Dosa Corner,Restaurant,South Indian,-,300,Vashi,Mumbai
Dum Biryani,Restaurant,Mughlai,-,350,Andheri Lokhandwala-- Andheri West,Mumbai
Crrave N Eat,Restaurant,"Cafe,Fast Food",3.4,450,New Panvel,Mumbai
Deepali Food Centre,Restaurant,Chinese,3.0,400,Powai,Mumbai
Star of Kamani,Restaurant,"Chinese,North Indian,Mughlai",3.0,450,Kurla,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Party Smarti,Restaurant,"North Indian,Fast Food",3.3,250,Kandivali East,Mumbai
Hotel R K,Restaurant,"Chinese,North Indian,Seafood,Biryani",3.2,600,Vasant Vihar-- Thane West,Mumbai
Badhai Sweets Corner,Restaurant,"Mithai,Fast Food",3.5,100,Sanpada,Mumbai
Nisha Palace,Restaurant,"North Indian,Biryani",3.6,350,Borivali West,Mumbai
Lucky Chinese,Restaurant,Chinese,3.0,350,Vikhroli,Mumbai
New Amrut Sagar,Restaurant,Fast Food,3.0,250,Vashi,Mumbai
Hotel Shivam,Restaurant,"Chinese,South Indian",3.5,250,Nerul,Mumbai
Chaitanya's Bangalore Iyengar's Bakery,Restaurant,"Bakery,Desserts",3.3,300,Lower Parel,Mumbai
